serial
0.0180451,30.9239,44.6644,0.139746,44.8042
0.0180599,30.2045,357.961,1.37663,359.338
0.0180629,30.3085,3470.72,14.1567,3484.88
0.0179386,30.1432,35449.1,146.726,35595.9
0.0100955,39.7737,346460,1414.56,347875
0.00168454,18.3644,3.74716e+06,15278.7,3.76244e+06
0.001305,14.4924,5.31931e+06,21638,5.34095e+06
dynamic p
thread study
0.0180629,30.3085,3686.94,15.1785,3702.12
0.0180608,30.2812,3198.3,15.1838,3213.48
0.0179638,30.0316,4539.32,15.1912,4554.51
0.0178927,30.1011,4107.68,15.1964,4122.88
0.0178899,30.0756,3915.96,15.2854,3931.25
0.0179494,30.3197,3591.91,19.4958,3611.4
0.0178857,30.3462,3391.94,15.1373,3407.08
0.0178586,30.1711,3549.14,15.3241,3564.47
0.0177925,30.2722,3239.62,23.0604,3262.68
0.017863,30.3132,3649.04,22.7918,3671.84
0.0178187,30.2338,3231.81,19.5106,3251.32
0.0178143,30.1586,3114.94,22.6735,3137.62
0.0178356,30.2594,2845.11,15.2315,2860.34
0.0178029,30.2669,2991.29,22.0478,3013.33
0.0177626,30.1028,2962.3,15.1793,2977.48
0.0177787,30.3112,3309.09,15.2257,3324.31
0.0177606,30.227,2926.46,19.3668,2945.82
0.0177712,30.216,3149.43,22.3245,3171.76
0.0177141,30.1448,3240.9,23.093,3263.99
0.0177437,30.3499,2842.39,19.514,2861.9
dynamic timing
0.0178053,29.8971,24.43,0.198357,24.6284
0.0178002,30.3294,294.89,1.99275,296.883
0.0178132,30.1916,3233.37,23.8525,3257.23
0.0177287,30.1195,31282.3,156.267,31438.6
0.0100136,39.2644,284016,1520.85,285536
0.00167787,18.2806,2.9618e+06,15414.2,2.97721e+06
0.00129858,14.4082,4.18701e+06,21800.3,4.20881e+06
