serial
0.0180451,30.9239,43.5621,0.125847,43.688
0.0180599,30.2045,351.105,1.4022,352.508
0.0180629,30.3085,3327.97,13.4155,3341.39
0.0179386,30.1432,33105.5,132.432,33237.9
0.0100955,39.7737,334854,1351.44,336205
0.00168454,18.3644,3.50885e+06,14395.6,3.52325e+06
0.001305,14.4924,5.12858e+06,20935.7,5.14952e+06
dynamic p
thread study
0.0180629,30.3085,3519.16,14.4981,3533.66
0.0180425,30.2344,3034.3,14.6433,3048.94
0.0180544,30.2078,2863.6,15.188,2878.79
0.018019,30.3281,2667.19,15.1976,2682.39
0.0179615,30.2545,2755.32,15.121,2770.44
0.017919,30.2548,2652.09,15.1308,2667.22
0.0179122,30.1923,2760.65,15.1255,2775.78
0.0177291,30.2158,4537.24,15.2078,4552.44
0.0177631,30.3104,3982.64,15.9624,3998.6
0.0178099,30.3008,3757.45,15.1825,3772.64
0.0177903,30.3452,2978.28,19.434,2997.71
0.0176719,30.1968,3131.95,19.3186,3151.27
0.0177036,30.2778,3115.45,19.3887,3134.84
0.017777,30.3368,3019.24,19.3423,3038.59
0.0177623,30.318,3432.21,19.377,3451.59
0.0178226,30.435,3153.74,19.2933,3173.03
0.0177719,30.2569,2938.44,23.4294,2961.87
0.017754,30.2569,3238.68,19.3429,3258.02
0.0177483,30.3367,3403.05,19.602,3422.65
0.0177023,30.2622,3274.87,19.3665,3294.23
dynamic timing
0.0179578,30.1461,24.8585,0.150893,25.0094
0.0178489,30.2309,227.218,2.05314,229.271
0.0178127,30.1859,3248.57,15.0924,3263.67
0.0176374,30.1668,31116.5,152.296,31268.8
0.00997299,38.984,323103,1438.73,324542
0.00167435,18.2459,3.3908e+06,15411.1,3.40621e+06
0.00129708,14.3914,4.31446e+06,21071.1,4.33553e+06
