serial
0.0180451,30.9239,49.5754,0.246956,49.8224
0.0180599,30.2045,359.153,1.57613,360.729
0.0180629,30.3085,3544.88,16.402,3561.29
0.0179386,30.1432,35363.4,156.824,35520.2
0.0100955,39.7737,354747,1681.68,356428
0.00168454,18.3644,3.56553e+06,17123.1,3.58265e+06
0.001305,14.4924,4.98448e+06,23751.3,5.00823e+06
dynamic p
thread study
0.0180629,30.3085,3426.44,17.2693,3443.71
0.018077,30.3371,2492.24,8.79785,2501.04
0.0180427,30.1398,2173.13,5.89432,2179.02
0.0179708,30.059,3572.54,4.48232,3577.02
0.017958,30.2132,2541.65,3.58619,2545.23
0.018009,30.4183,3184.36,3.02208,3187.38
0.0179746,30.2125,3036.36,2.53587,3038.9
0.0179638,30.2991,2966.07,2.35088,2968.42
0.0179496,30.3667,2973.52,3.11899,2976.64
0.0179452,30.3556,3048.33,3.19545,3051.53
0.0179401,30.3069,2976.53,2.93684,2979.47
0.0179673,30.4779,3044.7,3.76645,3048.47
0.0179068,30.2772,2931.11,2.47636,2933.59
0.0179302,30.3921,2743.27,2.52125,2745.79
0.0179642,30.4433,2833.37,8.19175,2841.57
0.0179149,30.287,2882.57,3.49391,2886.06
0.0178513,30.4099,2658.93,4.88995,2663.82
0.0179239,30.3955,2677.3,7.52043,2684.82
0.0179549,30.453,2532.39,6.83441,2539.22
0.0178711,30.1782,2429.07,4.90155,2433.97
dynamic timing
0.017966,30.3228,29.6221,0.085734,29.7078
0.0178754,30.1895,273.82,0.301807,274.121
0.017962,30.4785,3048.73,2.6673,3051.4
0.0179276,30.3197,29690,26.8859,29716.8
0.0178407,30.1052,293780,220.364,294000
0.0109455,40.7949,2.87524e+06,1995.58,2.87724e+06
0.00937795,41.8376,3.36315e+06,3216.79,3.36636e+06
