serial
0.0180451,30.9239,42.0584,0.13497,42.1934
0.0180599,30.2045,351.784,1.40116,353.185
0.0180629,30.3085,3373.65,13.373,3387.02
0.0179386,30.1432,33769,137.853,33906.8
0.0100955,39.7737,353694,1426.98,355121
0.00168454,18.3644,4.34665e+06,23628.9,4.37028e+06
0.001305,14.4924,6.77657e+06,31103,6.80767e+06
dynamic p
thread study
0.0180629,30.3085,4013.2,16.5325,4029.73
0.018056,30.1844,4876.82,11.0931,4887.92
0.0180265,30.2362,3207.17,7.52437,3214.7
0.0180021,30.2344,3416.61,6.10623,3422.71
0.0179255,30.2519,4321.79,4.94008,4326.73
0.0179246,30.1489,3591.03,4.83359,3595.87
0.0178564,30.4439,3885.19,4.63945,3889.83
0.017907,30.3098,4088.81,3.63467,4092.44
0.0178779,30.3068,3659.91,3.70079,3663.61
0.0178691,30.3216,3314.04,3.31361,3317.36
0.0178218,30.3514,3568.43,3.02712,3571.46
0.0178217,30.3179,3036.25,2.83154,3039.08
0.0177931,30.3289,3173.76,31.6922,3205.45
0.0178516,30.3799,3377.66,4.81769,3382.47
0.0178589,30.2705,2720.57,2.3299,2722.9
0.0178508,30.2708,2797.91,30.5623,2828.48
0.0178184,30.4028,2957.25,2.27137,2959.52
0.0178603,30.389,2824.23,22.4568,2846.68
0.0178564,30.2542,1943.28,26.6118,1969.89
0.0178815,30.3715,1907.98,35.9424,1943.92
dynamic timing
0.0175014,29.3643,23.1637,0.202159,23.3658
0.0178353,30.0029,221.176,0.320767,221.497
0.017837,30.232,2685.75,2.83185,2688.58
0.01779,30.3651,33301.3,20.4726,33321.8
0.0177422,30.0653,335020,311.782,335332
0.0108937,40.5871,2.36834e+06,3165.03,2.37151e+06
0.00934012,41.6027,3.41696e+06,3723.54,3.42068e+06
